Category,Title,URL,Completed?
Mathematics and numbers,Kruskal's tree theorem,https://en.wikipedia.org/wiki/Kruskal's_tree_theorem,
Mathematics and numbers,Legendre's constant,https://en.wikipedia.org/wiki/Legendre's_constant,
Mathematics and numbers,Look-and-say sequence,https://en.wikipedia.org/wiki/Look-and-say_sequence,
Mathematics and numbers,Mathematical fallacy,https://en.wikipedia.org/wiki/Mathematical_fallacy,
Mathematics and numbers,Mathematical joke,https://en.wikipedia.org/wiki/Mathematical_joke,
Mathematics and numbers,Minkowski's question-mark function,https://en.wikipedia.org/wiki/Minkowski's_question-mark_function,
Mathematics and numbers,Monty Hall problem,https://en.wikipedia.org/wiki/Monty_Hall_problem,
Mathematics and numbers,Moving sofa problem,https://en.wikipedia.org/wiki/Moving_sofa_problem,
Mathematics and numbers,NAND logic,https://en.wikipedia.org/wiki/NAND_logic,
Mathematics and numbers,Narcissistic number,https://en.wikipedia.org/wiki/Narcissistic_number,
Mathematics and numbers,Nothing-up-my-sleeve number,https://en.wikipedia.org/wiki/Nothing-up-my-sleeve_number,
Mathematics and numbers,Number of the beast,https://en.wikipedia.org/wiki/Number_of_the_beast,
Mathematics and numbers,Numbers station,https://en.wikipedia.org/wiki/Numbers_station,
Mathematics and numbers,Pi is 3,https://en.wikipedia.org/wiki/Pi_Is_3,
Mathematics and numbers,Pointless topology,https://en.wikipedia.org/wiki/Pointless_topology,
Mathematics and numbers,Potato paradox,https://en.wikipedia.org/wiki/Potato_paradox,
Mathematics and numbers,Ramanujan summation,https://en.wikipedia.org/wiki/Ramanujan_summation,
Mathematics and numbers,Schizophrenic number,https://en.wikipedia.org/wiki/Schizophrenic_number,
Mathematics and numbers,Sexy prime,https://en.wikipedia.org/wiki/Sexy_prime,
Mathematics and numbers,Six nines in pi,https://en.wikipedia.org/wiki/Six_nines_in_pi,
Mathematics and numbers,Spaghetti sort,https://en.wikipedia.org/wiki/Spaghetti_sort,
Mathematics and numbers,Squircle,https://en.wikipedia.org/wiki/Squircle,
Mathematics and numbers,Tarski's circle-squaring problem,https://en.wikipedia.org/wiki/Tarski's_circle-squaring_problem,
Mathematics and numbers,Taxicab number,https://en.wikipedia.org/wiki/Taxicab_number,
Mathematics and numbers,Tetraphobia,https://en.wikipedia.org/wiki/Tetraphobia,
Mathematics and numbers,Tits group,https://en.wikipedia.org/wiki/Tits_group,
Mathematics and numbers,Triskaidekaphobia,https://en.wikipedia.org/wiki/Triskaidekaphobia,
Mathematics and numbers,Tupper's self-referential formula,https://en.wikipedia.org/wiki/Tupper's_self-referential_formula,
Mathematics and numbers,Ulam spiral,https://en.wikipedia.org/wiki/Ulam_spiral,
Mathematics and numbers,Umbral calculus,https://en.wikipedia.org/wiki/Umbral_calculus,
Mathematics and numbers,Unexpected hanging paradox,https://en.wikipedia.org/wiki/Unexpected_hanging_paradox,
Mathematics and numbers,Unknot,https://en.wikipedia.org/wiki/Unknot,
Mathematics and numbers,Vacuous truth,https://en.wikipedia.org/wiki/Vacuous_truth,
Mathematics and numbers,Vampire number,https://en.wikipedia.org/wiki/Vampire_number,
Mathematics and numbers,Wheat and chessboard problem,https://en.wikipedia.org/wiki/Wheat_and_chessboard_problem,
Mathematics and numbers,Will Rogers phenomenon,https://en.wikipedia.org/wiki/Will_Rogers_phenomenon,
Mathematics and numbers,Zenzizenzizenzic,https://en.wikipedia.org/wiki/Zenzizenzizenzic,
Mathematics and numbers,Zeroth,https://en.wikipedia.org/wiki/Zeroth,
Mathematics and numbers,Abolition of time zones,https://en.wikipedia.org/wiki/Abolition_of_time_zones,
Mathematics and numbers,Ruth Belville,https://en.wikipedia.org/wiki/Ruth_Belville,
Mathematics and numbers,Chrismukkah,https://en.wikipedia.org/wiki/Chrismukkah,
Mathematics and numbers,Cinnamon Roll Day,https://en.wikipedia.org/wiki/Cinnamon_Roll_Day,
Mathematics and numbers,Festivus,https://en.wikipedia.org/wiki/Festivus,
Mathematics and numbers,International Talk Like a Pirate Day,https://en.wikipedia.org/wiki/International_Talk_Like_a_Pirate_Day,
Mathematics and numbers,List of non-standard dates,https://en.wikipedia.org/wiki/List_of_non-standard_dates,
Mathematics and numbers,Manhattanhenge,https://en.wikipedia.org/wiki/Manhattanhenge,
Mathematics and numbers,Mole Day,https://en.wikipedia.org/wiki/Mole_Day,
Mathematics and numbers,Pi Day,https://en.wikipedia.org/wiki/Pi_Day,
Mathematics and numbers,Pocky & Pretz Day,https://en.wikipedia.org/wiki/Pocky_%26_Pretz_Day,
Mathematics and numbers,Singles' Day,https://en.wikipedia.org/wiki/Singles%27_Day,
Mathematics and numbers,Square Root Day,https://en.wikipedia.org/wiki/Square_Root_Day,
Mathematics and numbers,Star Wars Day,https://en.wikipedia.org/wiki/Star_Wars_Day,
Mathematics and numbers,Steak and Blowjob Day,https://en.wikipedia.org/wiki/Steak_and_Blowjob_Day,
Mathematics and numbers,Cake and Cunnilingus Day,https://en.wikipedia.org/wiki/Cake_and_Cunnilingus_Day,
Mathematics and numbers,Swatch Internet Time,https://en.wikipedia.org/wiki/Swatch_Internet_Time,
Mathematics and numbers,Thanksgivukkah,https://en.wikipedia.org/wiki/Thanksgivukkah,
Mathematics and numbers,Towel Day,https://en.wikipedia.org/wiki/Towel_Day,
Mathematics and numbers,Undecimber,https://en.wikipedia.org/wiki/Undecimber,
Mathematics and numbers,Winterval,https://en.wikipedia.org/wiki/Winterval,
Mathematics and numbers,Year 2000 problem,https://en.wikipedia.org/wiki/Year_2000_problem,
Mathematics and numbers,Year 2038 problem,https://en.wikipedia.org/wiki/Year_2038_problem,
Mathematics and numbers,Year zero,https://en.wikipedia.org/wiki/Year_zero,
Language,2002 renaming of Turkmen months and days of week,https://en.wikipedia.org/wiki/2002_renaming_of_Turkmen_months_and_days_of_week,
Language,Académie de la Carpette anglaise,https://en.wikipedia.org/wiki/Acad%C3%A9mie_de_la_Carpette_anglaise,
Language,Antiqua–Fraktur dispute,https://en.wikipedia.org/wiki/Antiqua–Fraktur_dispute,
Language,Apples and oranges,https://en.wikipedia.org/wiki/Apples_and_oranges_(comparison),
Language,Argumentum ad crumenam,https://en.wikipedia.org/wiki/Argumentum_ad_crumenam,
Language,Argumentum ad lazarum,https://en.wikipedia.org/wiki/Argumentum_ad_lazarum,
Language,Arebica,https://en.wikipedia.org/wiki/Arebica,
Language,Belarusian Arabic alphabet,https://en.wikipedia.org/wiki/Belarusian_Arabic_alphabet,
Language,A Book from the Sky,https://en.wikipedia.org/wiki/A_Book_from_the_Sky,
Language,Bouba/kiki effect,https://en.wikipedia.org/wiki/Bouba/kiki_effect,
Language,Bow-wow theory,https://en.wikipedia.org/wiki/Bow-wow_theory,
Language,Buffalo buffalo Buffalo buffalo buffalo buffalo Buffalo buffalo,https://en.wikipedia.org/wiki/Buffalo_buffalo_Buffalo_buffalo_buffalo_buffalo_Buffalo_buffalo,
Language,Capitalization of Internet,https://en.wikipedia.org/wiki/Capitalization_of_%22Internet%22,
Language,The Chaos (poem),https://en.wikipedia.org/wiki/The_Chaos,
Language,Chinese characters of Empress Wu,https://en.wikipedia.org/wiki/Chinese_characters_of_Empress_Wu,
Language,Chinese word for crisis,https://en.wikipedia.org/wiki/Chinese_word_for_%22crisis%22,
Language,Codex Seraphinianus,https://en.wikipedia.org/wiki/Codex_Seraphinianus,
Language,Colorless green ideas sleep furiously,https://en.wikipedia.org/wiki/Colorless_green_ideas_sleep_furiously,
Language,Comparative illusion,https://en.wikipedia.org/wiki/Comparative_illusion,
Language,Contronym,https://en.wikipedia.org/wiki/Contronym,
Language,Controversies about the word niggardly,https://en.wikipedia.org/wiki/Controversies_about_the_word_%22niggardly%22,
Language,Covfefe,https://en.wikipedia.org/wiki/Covfefe,
Language,Crazy English,https://en.wikipedia.org/wiki/Crazy_English,
Language,Croatian Wikipedia,https://en.wikipedia.org/wiki/Croatian_Wikipedia,
Language,Cryptophasia,https://en.wikipedia.org/wiki/Cryptophasia,
Language,Dirty Hungarian Phrasebook,https://en.wikipedia.org/wiki/Dirty_Hungarian_Phrasebook,
Language,Disambiguation (disambiguation),https://en.wikipedia.org/wiki/Disambiguation_(disambiguation),
Language,Dord,https://en.wikipedia.org/wiki/Dord,
Language,Dozens (game),https://en.wikipedia.org/wiki/Dozens_(game),
Language,Duck test,https://en.wikipedia.org/wiki/Duck_test,
Language,Dze,https://en.wikipedia.org/wiki/Dze,
Language,Eggcorn,https://en.wikipedia.org/wiki/Eggcorn,
Language,English as She Is Spoke,https://en.wikipedia.org/wiki/English_as_She_Is_Spoke,
Language,Engrish,https://en.wikipedia.org/wiki/Engrish,
Language,Eskimo words for snow,https://en.wikipedia.org/wiki/Eskimo_words_for_snow,
Language,Etaoin shrdlu,https://en.wikipedia.org/wiki/Etaoin_shrdlu,
Language,Expletive infixation,https://en.wikipedia.org/wiki/Expletive_infixation,
Language,Faggin–Nazzi alphabet,https://en.wikipedia.org/wiki/Faggin–Nazzi_alphabet,
Language,Faux Cyrillic,https://en.wikipedia.org/wiki/Faux_Cyrillic,
Language,Fictitious entry,https://en.wikipedia.org/wiki/Fictitious_entry,
Language,Fnord,https://en.wikipedia.org/wiki/Fnord,
Language,Fumblerules,https://en.wikipedia.org/wiki/Fumblerules,
Language,Garden-path sentence,https://en.wikipedia.org/wiki/Garden-path_sentence,
Language,Ghost characters,https://en.wikipedia.org/wiki/Ghost_character,
Language,Ghoti,https://en.wikipedia.org/wiki/Ghoti,
Language,Glossary of Wobbly terms,https://en.wikipedia.org/wiki/Glossary_of_Wobbly_terms,
Language,Grelling–Nelson paradox,https://en.wikipedia.org/wiki/Grelling–Nelson_paradox,
Language,Hamburgevons,https://en.wikipedia.org/wiki/Hamburgevons,
Language,Hopi time controversy,https://en.wikipedia.org/wiki/Hopi_time_controversy,
Language,Hyphen War,https://en.wikipedia.org/wiki/Hyphen_War,
Language,Ingressive sound,https://en.wikipedia.org/wiki/Ingressive_sound,
Language,Inherently funny word,https://en.wikipedia.org/wiki/Inherently_funny_word,
Language,Intentionally blank page,https://en.wikipedia.org/wiki/Intentionally_blank_page,
Language,Irony punctuation,https://en.wikipedia.org/wiki/Irony_punctuation,
Language,Irreversible binomial,https://en.wikipedia.org/wiki/Irreversible_binomial,
Language,James while John had had had had had had had had had had had a better effect on the teacher,https://en.wikipedia.org/wiki/James_while_John_had_had_had_had_had_had_had_had_had_had_had_a_better_effect_on_the_teacher,
Language,A language is a dialect with an army and navy,https://en.wikipedia.org/wiki/A_language_is_a_dialect_with_an_army_and_navy,
Language,Latin profanity,https://en.wikipedia.org/wiki/Latin_profanity,
Language,Laws of holes,https://en.wikipedia.org/wiki/Laws_of_holes,
Language,La plume de ma tante,https://en.wikipedia.org/wiki/La_plume_de_ma_tante,
Language,Language deprivation experiments,https://en.wikipedia.org/wiki/Language_deprivation_experiments,
Language,Lion-Eating Poet in the Stone Den,https://en.wikipedia.org/wiki/Lion-Eating_Poet_in_the_Stone_Den,
Language,List of common false etymologies of English words,https://en.wikipedia.org/wiki/List_of_common_false_etymologies_of_English_words,
Language,List of English words containing Q not followed by U,https://en.wikipedia.org/wiki/List_of_English_words_containing_Q_not_followed_by_U,
Language,List of English words without rhymes,https://en.wikipedia.org/wiki/List_of_English_words_without_rhymes,
Language,List of ethnic slurs,https://en.wikipedia.org/wiki/List_of_ethnic_slurs,
Language,List of linguistic example sentences,https://en.wikipedia.org/wiki/List_of_linguistic_example_sentences,
Language,List of proposed etymologies of OK,https://en.wikipedia.org/wiki/List_of_proposed_etymologies_of_OK,
Language,List of shorthand systems,https://en.wikipedia.org/wiki/List_of_shorthand_systems,
Language,Longest words,https://en.wikipedia.org/wiki/Longest_word_in_English#Longest_words_in_the_world,
Language,Longest word in English,https://en.wikipedia.org/wiki/Longest_word_in_English,
Language,Mamihlapinatapai,https://en.wikipedia.org/wiki/Mamihlapinatapai,
Language,Martian language,https://en.wikipedia.org/wiki/Martian_language,
Language,May you live in interesting times,https://en.wikipedia.org/wiki/May_you_live_in_interesting_times,
Language,Metal umlaut,https://en.wikipedia.org/wiki/Metal_umlaut,
Language,Muphry's law,https://en.wikipedia.org/wiki/Muphry's_law,
Language,Murad Takla,https://en.wikipedia.org/wiki/Murad_Takla,
Language,My postillion has been struck by lightning,https://en.wikipedia.org/wiki/My_postillion_has_been_struck_by_lightning,
Language,Newton's flaming laser sword,https://en.wikipedia.org/wiki/Newton's_flaming_laser_sword,
Language,Nucular,https://en.wikipedia.org/wiki/Nucular,
Language,-ough,https://en.wikipedia.org/wiki/%22Ough%22,
Language,Phaistos Disc,https://en.wikipedia.org/wiki/Phaistos_Disc,
Language,Placeholder name,https://en.wikipedia.org/wiki/Placeholder_name,
Language,Pompatus,https://en.wikipedia.org/wiki/Pompatus,
Language,Potrzebie,https://en.wikipedia.org/wiki/Potrzebie,
Language,Pronunciation of GIF,https://en.wikipedia.org/wiki/Pronunciation_of_GIF,
Language,RAS syndrome,https://en.wikipedia.org/wiki/RAS_syndrome,
Language,Rebracketing,https://en.wikipedia.org/wiki/Rebracketing,
Language,Response to sneezing,https://en.wikipedia.org/wiki/Response_to_sneezing,
Language,Robert Shields,https://en.wikipedia.org/wiki/Robert_Shields_(diarist),
Language,Rohonc Codex,https://en.wikipedia.org/wiki/Rohonc_Codex,
Language,Scientific wild-ass guess,https://en.wikipedia.org/wiki/Scientific_wild-ass_guess,
Language,Scots Wikipedia,https://en.wikipedia.org/wiki/Scots_Wikipedia,
Language,Shavian alphabet,https://en.wikipedia.org/wiki/Shavian_alphabet,
Language,Shibboleth,https://en.wikipedia.org/wiki/Shibboleth,
Language,Shit happens,https://en.wikipedia.org/wiki/Shit_happens,
Language,Shm-reduplication,https://en.wikipedia.org/wiki/Shm-reduplication,
Language,Skunked term,https://en.wikipedia.org/wiki/Skunked_term,
Language,Spelling of Shakespeare's name,https://en.wikipedia.org/wiki/Spelling_of_Shakespeare's_name,
Language,Spoonerism,https://en.wikipedia.org/wiki/Spoonerism,
Language,Strč prst skrz krk,https://en.wikipedia.org/wiki/Str%C4%8D_prst_skrz_krk,
Language,Taito,https://en.wikipedia.org/wiki/Taito_(kana),
Language,Talk to the hand,https://en.wikipedia.org/wiki/Talk_to_the_hand,
Language,Tenevil,https://en.wikipedia.org/wiki/Tenevil,
Language,Thagomizer,https://en.wikipedia.org/wiki/Thagomizer,
Language,The Moon is made of green cheese,https://en.wikipedia.org/wiki/The_Moon_is_made_of_green_cheese,
Language,There is no sex in the USSR,https://en.wikipedia.org/wiki/There_is_no_sex_in_the_USSR,
Language,Thinking about the immortality of the crab,https://en.wikipedia.org/wiki/Thinking_about_the_immortality_of_the_crab,
Language,Time flies like an arrow; fruit flies like a banana,https://en.wikipedia.org/wiki/Time_flies_like_an_arrow;_fruit_flies_like_a_banana,
Language,Toynbee tiles,https://en.wikipedia.org/wiki/Toynbee_tiles,
Language,Tsundoku,https://en.wikipedia.org/wiki/Tsundoku,
Language,Tuffet,https://en.wikipedia.org/wiki/Tuffet,
Language,Unknown unknowns,https://en.wikipedia.org/wiki/There_are_known_knowns,
Language,Uncleftish Beholding,https://en.wikipedia.org/wiki/Uncleftish_Beholding,
Language,Unpaired word,https://en.wikipedia.org/wiki/Unpaired_word,
Language,Voynich manuscript,https://en.wikipedia.org/wiki/Voynich_manuscript,
Language,Wine-dark sea,https://en.wikipedia.org/wiki/Wine-dark_sea,
Language,Yan tan tethera,https://en.wikipedia.org/wiki/Yan_tan_tethera,
Language,Yo mama joke,https://en.wikipedia.org/wiki/Yo_mama,
Language,Zhemao hoaxes,https://en.wikipedia.org/wiki/Zhemao_hoaxes,
Language,Zzxjoanw,https://en.wikipedia.org/wiki/Zzxjoanw,
Language,Kebabnorsk (Norsk kebab),https://en.wikipedia.org/wiki/Kebabnorsk,
Language,Abercraf English,https://en.wikipedia.org/wiki/Abercraf_English,
Language,Algonquian–Basque pidgin,https://en.wikipedia.org/wiki/Algonquian–Basque_pidgin,
Language,Basque–Icelandic pidgin,https://en.wikipedia.org/wiki/Basque–Icelandic_pidgin,
Language,Anāl language,https://en.wikipedia.org/wiki/An%C4%81l_language,
Language,Andalusian language movement,https://en.wikipedia.org/wiki/Andalusian_language_movement,
Language,Antarctic English,https://en.wikipedia.org/wiki/Antarctic_English,
Language,Arcaicam Esperantom,https://en.wikipedia.org/wiki/Arcaicam_Esperantom,
Language,Boontling,https://en.wikipedia.org/wiki/Boontling,
Language,Broome Pearling Lugger Pidgin,https://en.wikipedia.org/wiki/Broome_Pearling_Lugger_Pidgin,
Language,Cia-Cia,https://en.wikipedia.org/wiki/Cia-Cia_language,
Language,DoggoLingo,https://en.wikipedia.org/wiki/DoggoLingo,
Language,Dravido-Korean languages,https://en.wikipedia.org/wiki/Dravido-Korean_languages,
Language,E-Prime,https://en.wikipedia.org/wiki/E-Prime,
Language,Gyaru-moji,https://en.wikipedia.org/wiki/Gyaru-moji,
Language,High Tider,https://en.wikipedia.org/wiki/High_Tider,
Language,Ithkuil,https://en.wikipedia.org/wiki/Ithkuil,
Language,Jamaican Maroon Creole,https://en.wikipedia.org/wiki/Jamaican_Maroon_Creole,
Language,Leet,https://en.wikipedia.org/wiki/Leet,
Language,Lojban,https://en.wikipedia.org/wiki/Lojban,
Language,Mediterranean Lingua Franca,https://en.wikipedia.org/wiki/Mediterranean_Lingua_Franca,
Language,Nicaraguan Sign Language,https://en.wikipedia.org/wiki/Nicaraguan_Sign_Language,
Language,Pandanus language,https://en.wikipedia.org/wiki/Pandanus_language,
Language,Pirahã language,https://en.wikipedia.org/wiki/Pirah%C3%A3_language,
Language,Pig Latin,https://en.wikipedia.org/wiki/Pig_Latin,
Language,Plains Indian Sign Language,https://en.wikipedia.org/wiki/Plains_Indian_Sign_Language,
Language,Proto-Human language,https://en.wikipedia.org/wiki/Proto-Human_language,
Language,Pseudo-Chinese,https://en.wikipedia.org/wiki/Pseudo-Chinese,
Language,Russenorsk,https://en.wikipedia.org/wiki/Russenorsk,
Language,Silbo Gomero,https://en.wikipedia.org/wiki/Silbo_Gomero,
Language,Solresol,https://en.wikipedia.org/wiki/Solresol,
Language,Sḵwx̱wú7mesh,https://en.wikipedia.org/wiki/Squamish_language,
Language,Toki Pona,https://en.wikipedia.org/wiki/Toki_Pona,
Language,Ubykh language,https://en.wikipedia.org/wiki/Ubykh_language,
Language,Wenzhounese,https://en.wikipedia.org/wiki/Wenzhounese,
Language,ǃXóõ,https://en.wikipedia.org/wiki/%C7%83X%C3%B3%C3%B5,
Language,Yaminjeongeum,https://en.wikipedia.org/wiki/Yaminjeongeum,
Language,Yerkish,https://en.wikipedia.org/wiki/Yerkish,